seqnames,start,end,width,strand,element_name,LTR_class,fullName
chrX,146920815,146921285,471,+,MT2C_Mm,MT2C,chrX:146920815-146921285:+|MT2C_Mm|MT2C
chrX,132144548,132145020,473,+,MT2C_Mm,MT2C,chrX:132144548-132145020:+|MT2C_Mm|MT2C
chr2,144800554,144801045,492,+,MT2C_Mm,MT2C,chr2:144800554-144801045:+|MT2C_Mm|MT2C
chr1,136016334,136016819,486,+,MT2C_Mm,MT2C,chr1:136016334-136016819:+|MT2C_Mm|MT2C
chr3,98423881,98424358,478,-,MT2C_Mm,MT2C,chr3:98423881-98424358:-|MT2C_Mm|MT2C
chrY,2218372,2218844,473,-,MT2C_Mm,MT2C,chrY:2218372-2218844:-|MT2C_Mm|MT2C
chr8,77771549,77772022,474,-,MT2C_Mm,MT2C,chr8:77771549-77772022:-|MT2C_Mm|MT2C
chr1,39114106,39114569,464,+,MT2C_Mm,MT2C,chr1:39114106-39114569:+|MT2C_Mm|MT2C
chr6,61401447,61401902,456,-,MT2C_Mm,MT2C,chr6:61401447-61401902:-|MT2C_Mm|MT2C
chr10,28944930,28945412,483,+,MT2C_Mm,MT2C,chr10:28944930-28945412:+|MT2C_Mm|MT2C
chr2,157182585,157183043,459,+,MT2C_Mm,MT2C,chr2:157182585-157183043:+|MT2C_Mm|MT2C
chr17,17800518,17800988,471,-,MT2C_Mm,MT2C,chr17:17800518-17800988:-|MT2C_Mm|MT2C
chr1,178158471,178158955,485,-,MT2C_Mm,MT2C,chr1:178158471-178158955:-|MT2C_Mm|MT2C
chrX,97059901,97060368,468,+,MT2C_Mm,MT2C,chrX:97059901-97060368:+|MT2C_Mm|MT2C
chr4,148154677,148155137,461,-,MT2C_Mm,MT2C,chr4:148154677-148155137:-|MT2C_Mm|MT2C
chr9,10625812,10626266,455,+,MT2C_Mm,MT2C,chr9:10625812-10626266:+|MT2C_Mm|MT2C
chr2,24066390,24066861,472,-,MT2C_Mm,MT2C,chr2:24066390-24066861:-|MT2C_Mm|MT2C
chr11,10953739,10954208,470,-,MT2C_Mm,MT2C,chr11:10953739-10954208:-|MT2C_Mm|MT2C
chr3,50075224,50075687,464,-,MT2C_Mm,MT2C,chr3:50075224-50075687:-|MT2C_Mm|MT2C
chr12,44221073,44221534,462,+,MT2C_Mm,MT2C,chr12:44221073-44221534:+|MT2C_Mm|MT2C
chr8,53734953,53735430,478,+,MT2C_Mm,MT2C,chr8:53734953-53735430:+|MT2C_Mm|MT2C
chr17,18401559,18402023,465,+,MT2C_Mm,MT2C,chr17:18401559-18402023:+|MT2C_Mm|MT2C
chr14,116236978,116237444,467,-,MT2C_Mm,MT2C,chr14:116236978-116237444:-|MT2C_Mm|MT2C
chr11,43448563,43449032,470,+,MT2C_Mm,MT2C,chr11:43448563-43449032:+|MT2C_Mm|MT2C
chr8,35518155,35518634,480,+,MT2C_Mm,MT2C,chr8:35518155-35518634:+|MT2C_Mm|MT2C
chr11,53576335,53576810,476,-,MT2C_Mm,MT2C,chr11:53576335-53576810:-|MT2C_Mm|MT2C
chr8,47773609,47774084,476,+,MT2C_Mm,MT2C,chr8:47773609-47774084:+|MT2C_Mm|MT2C
chr10,125260698,125261163,466,+,MT2C_Mm,MT2C,chr10:125260698-125261163:+|MT2C_Mm|MT2C
chr10,122720768,122721232,465,-,MT2C_Mm,MT2C,chr10:122720768-122721232:-|MT2C_Mm|MT2C
chr10,80768805,80769284,480,-,MT2C_Mm,MT2C,chr10:80768805-80769284:-|MT2C_Mm|MT2C
chr2,112303973,112304440,468,-,MT2C_Mm,MT2C,chr2:112303973-112304440:-|MT2C_Mm|MT2C
chr14,80754799,80755253,455,+,MT2C_Mm,MT2C,chr14:80754799-80755253:+|MT2C_Mm|MT2C
chr1,85803906,85804371,466,+,MT2C_Mm,MT2C,chr1:85803906-85804371:+|MT2C_Mm|MT2C
chrX,136003508,136003978,471,+,MT2C_Mm,MT2C,chrX:136003508-136003978:+|MT2C_Mm|MT2C
chr5,97150771,97151252,482,-,MT2C_Mm,MT2C,chr5:97150771-97151252:-|MT2C_Mm|MT2C
chr1,99220109,99220585,477,+,MT2C_Mm,MT2C,chr1:99220109-99220585:+|MT2C_Mm|MT2C
chr3,62517613,62518082,470,+,MT2C_Mm,MT2C,chr3:62517613-62518082:+|MT2C_Mm|MT2C
chr13,116674074,116674566,493,-,MT2C_Mm,MT2C,chr13:116674074-116674566:-|MT2C_Mm|MT2C
chrX,120779214,120779679,466,-,MT2C_Mm,MT2C,chrX:120779214-120779679:-|MT2C_Mm|MT2C
chrX,19633828,19634288,461,-,MT2C_Mm,MT2C,chrX:19633828-19634288:-|MT2C_Mm|MT2C
chr15,25979463,25979932,470,-,MT2C_Mm,MT2C,chr15:25979463-25979932:-|MT2C_Mm|MT2C
chr11,20192443,20192912,470,-,MT2C_Mm,MT2C,chr11:20192443-20192912:-|MT2C_Mm|MT2C
chr10,113517299,113517774,476,+,MT2C_Mm,MT2C,chr10:113517299-113517774:+|MT2C_Mm|MT2C
chr18,18096447,18096924,478,+,MT2C_Mm,MT2C,chr18:18096447-18096924:+|MT2C_Mm|MT2C
chr1,100765685,100766170,486,-,MT2C_Mm,MT2C,chr1:100765685-100766170:-|MT2C_Mm|MT2C
chr5,37019974,37020450,477,+,MT2C_Mm,MT2C,chr5:37019974-37020450:+|MT2C_Mm|MT2C
chr10,64681306,64681763,458,-,MT2C_Mm,MT2C,chr10:64681306-64681763:-|MT2C_Mm|MT2C
chr8,120943078,120943553,476,+,MT2C_Mm,MT2C,chr8:120943078-120943553:+|MT2C_Mm|MT2C
chr10,91441205,91441663,459,+,MT2C_Mm,MT2C,chr10:91441205-91441663:+|MT2C_Mm|MT2C
chrX,92722939,92723394,456,-,MT2C_Mm,MT2C,chrX:92722939-92723394:-|MT2C_Mm|MT2C
chrX,108207539,108208009,471,+,MT2C_Mm,MT2C,chrX:108207539-108208009:+|MT2C_Mm|MT2C
chr8,103283074,103283547,474,+,MT2C_Mm,MT2C,chr8:103283074-103283547:+|MT2C_Mm|MT2C
chr13,98068563,98069047,485,+,MT2C_Mm,MT2C,chr13:98068563-98069047:+|MT2C_Mm|MT2C
chr10,94153036,94153530,495,+,MT2C_Mm,MT2C,chr10:94153036-94153530:+|MT2C_Mm|MT2C
chr5_JH584299_random,797572,798048,477,+,MT2C_Mm,MT2C,chr5_JH584299_random:797572-798048:+|MT2C_Mm|MT2C
chr5,93843456,93843932,477,+,MT2C_Mm,MT2C,chr5:93843456-93843932:+|MT2C_Mm|MT2C
chr8,6450690,6451145,456,-,MT2C_Mm,MT2C,chr8:6450690-6451145:-|MT2C_Mm|MT2C
chr9,72983726,72984196,471,+,MT2C_Mm,MT2C,chr9:72983726-72984196:+|MT2C_Mm|MT2C
chr8,73384131,73384606,476,-,MT2C_Mm,MT2C,chr8:73384131-73384606:-|MT2C_Mm|MT2C
chr2,4664050,4664503,454,+,MT2C_Mm,MT2C,chr2:4664050-4664503:+|MT2C_Mm|MT2C
chr13,100891117,100891587,471,-,MT2C_Mm,MT2C,chr13:100891117-100891587:-|MT2C_Mm|MT2C
chr13,54411166,54411641,476,+,MT2C_Mm,MT2C,chr13:54411166-54411641:+|MT2C_Mm|MT2C
chr2,41793884,41794354,471,+,MT2C_Mm,MT2C,chr2:41793884-41794354:+|MT2C_Mm|MT2C
chr2,21229513,21230008,496,+,MT2C_Mm,MT2C,chr2:21229513-21230008:+|MT2C_Mm|MT2C
chr14,97223536,97223994,459,-,MT2C_Mm,MT2C,chr14:97223536-97223994:-|MT2C_Mm|MT2C
chr8,106862336,106862816,481,+,MT2C_Mm,MT2C,chr8:106862336-106862816:+|MT2C_Mm|MT2C
chr4,14831842,14832299,458,+,MT2C_Mm,MT2C,chr4:14831842-14832299:+|MT2C_Mm|MT2C
chr10,98020543,98021025,483,+,MT2C_Mm,MT2C,chr10:98020543-98021025:+|MT2C_Mm|MT2C
chr17,41290468,41290947,480,+,MT2C_Mm,MT2C,chr17:41290468-41290947:+|MT2C_Mm|MT2C
chr7,119901363,119901840,478,-,MT2C_Mm,MT2C,chr7:119901363-119901840:-|MT2C_Mm|MT2C
chr18,86925155,86925618,464,-,MT2C_Mm,MT2C,chr18:86925155-86925618:-|MT2C_Mm|MT2C
chr7,104763824,104764300,477,-,MT2C_Mm,MT2C,chr7:104763824-104764300:-|MT2C_Mm|MT2C
chr3,78898672,78899142,471,-,MT2C_Mm,MT2C,chr3:78898672-78899142:-|MT2C_Mm|MT2C
chr3,144917113,144917588,476,+,MT2C_Mm,MT2C,chr3:144917113-144917588:+|MT2C_Mm|MT2C
chr6,126242822,126243281,460,-,MT2C_Mm,MT2C,chr6:126242822-126243281:-|MT2C_Mm|MT2C
chr2,14565794,14566257,464,+,MT2C_Mm,MT2C,chr2:14565794-14566257:+|MT2C_Mm|MT2C
chr8,121355958,121356431,474,-,MT2C_Mm,MT2C,chr8:121355958-121356431:-|MT2C_Mm|MT2C
chr14,105202758,105203215,458,+,MT2C_Mm,MT2C,chr14:105202758-105203215:+|MT2C_Mm|MT2C
chr19,20060275,20060753,479,-,MT2C_Mm,MT2C,chr19:20060275-20060753:-|MT2C_Mm|MT2C
chr15,75087283,75087760,478,+,MT2C_Mm,MT2C,chr15:75087283-75087760:+|MT2C_Mm|MT2C
chr3,129460967,129461433,467,+,MT2C_Mm,MT2C,chr3:129460967-129461433:+|MT2C_Mm|MT2C
chr5,34403504,34403976,473,-,MT2C_Mm,MT2C,chr5:34403504-34403976:-|MT2C_Mm|MT2C
chr2,159051790,159052266,477,-,MT2C_Mm,MT2C,chr2:159051790-159052266:-|MT2C_Mm|MT2C
chr8,97309117,97309604,488,-,MT2C_Mm,MT2C,chr8:97309117-97309604:-|MT2C_Mm|MT2C
chrX,95767935,95768410,476,-,MT2C_Mm,MT2C,chrX:95767935-95768410:-|MT2C_Mm|MT2C
chr17,53083747,53084200,454,+,MT2C_Mm,MT2C,chr17:53083747-53084200:+|MT2C_Mm|MT2C
chr9,111060171,111060635,465,+,MT2C_Mm,MT2C,chr9:111060171-111060635:+|MT2C_Mm|MT2C
chr10,3630051,3630530,480,-,MT2C_Mm,MT2C,chr10:3630051-3630530:-|MT2C_Mm|MT2C
chr6,58353141,58353619,479,+,MT2C_Mm,MT2C,chr6:58353141-58353619:+|MT2C_Mm|MT2C
chr12,106964794,106965260,467,+,MT2C_Mm,MT2C,chr12:106964794-106965260:+|MT2C_Mm|MT2C
chr8,88797174,88797659,486,-,MT2C_Mm,MT2C,chr8:88797174-88797659:-|MT2C_Mm|MT2C
chrX,5378952,5379439,488,+,MT2C_Mm,MT2C,chrX:5378952-5379439:+|MT2C_Mm|MT2C
chr8,118112111,118112583,473,+,MT2C_Mm,MT2C,chr8:118112111-118112583:+|MT2C_Mm|MT2C
chr15,92109581,92110055,475,-,MT2C_Mm,MT2C,chr15:92109581-92110055:-|MT2C_Mm|MT2C
chr2,120711197,120711653,457,-,MT2C_Mm,MT2C,chr2:120711197-120711653:-|MT2C_Mm|MT2C
chr17,27338530,27338983,454,-,MT2C_Mm,MT2C,chr17:27338530-27338983:-|MT2C_Mm|MT2C
chrX,32762057,32762519,463,+,MT2C_Mm,MT2C,chrX:32762057-32762519:+|MT2C_Mm|MT2C
chr17,31601263,31601729,467,-,MT2C_Mm,MT2C,chr17:31601263-31601729:-|MT2C_Mm|MT2C
chr12,80591365,80591832,468,-,MT2C_Mm,MT2C,chr12:80591365-80591832:-|MT2C_Mm|MT2C
chr10,10409218,10409684,467,+,MT2C_Mm,MT2C,chr10:10409218-10409684:+|MT2C_Mm|MT2C
chr3,113204520,113204992,473,+,MT2C_Mm,MT2C,chr3:113204520-113204992:+|MT2C_Mm|MT2C
chr17,21371768,21372234,467,-,MT2C_Mm,MT2C,chr17:21371768-21372234:-|MT2C_Mm|MT2C
chr1,166414745,166415204,460,-,MT2C_Mm,MT2C,chr1:166414745-166415204:-|MT2C_Mm|MT2C
chr5,95792335,95792807,473,+,MT2C_Mm,MT2C,chr5:95792335-95792807:+|MT2C_Mm|MT2C
chr14,71440205,71440667,463,+,MT2C_Mm,MT2C,chr14:71440205-71440667:+|MT2C_Mm|MT2C
chr5,25211218,25211690,473,-,MT2C_Mm,MT2C,chr5:25211218-25211690:-|MT2C_Mm|MT2C
chr2,163663555,163664041,487,+,MT2C_Mm,MT2C,chr2:163663555-163664041:+|MT2C_Mm|MT2C
chr4,98823619,98824087,469,-,MT2C_Mm,MT2C,chr4:98823619-98824087:-|MT2C_Mm|MT2C
chr17,7163404,7163877,474,-,MT2C_Mm,MT2C,chr17:7163404-7163877:-|MT2C_Mm|MT2C
chrX,31288407,31288869,463,+,MT2C_Mm,MT2C,chrX:31288407-31288869:+|MT2C_Mm|MT2C
chr5,24222152,24222624,473,-,MT2C_Mm,MT2C,chr5:24222152-24222624:-|MT2C_Mm|MT2C
chr16,92555434,92555892,459,-,MT2C_Mm,MT2C,chr16:92555434-92555892:-|MT2C_Mm|MT2C
chrX,74382388,74382845,458,+,MT2C_Mm,MT2C,chrX:74382388-74382845:+|MT2C_Mm|MT2C
chrX,18094517,18094998,482,+,MT2C_Mm,MT2C,chrX:18094517-18094998:+|MT2C_Mm|MT2C
chrX,90398785,90399263,479,+,MT2C_Mm,MT2C,chrX:90398785-90399263:+|MT2C_Mm|MT2C
chr18,45434962,45435421,460,-,MT2C_Mm,MT2C,chr18:45434962-45435421:-|MT2C_Mm|MT2C
chr14,114041620,114042074,455,-,MT2C_Mm,MT2C,chr14:114041620-114042074:-|MT2C_Mm|MT2C
chr9,4780562,4781029,468,+,MT2C_Mm,MT2C,chr9:4780562-4781029:+|MT2C_Mm|MT2C
chr1,171303838,171304324,487,-,MT2C_Mm,MT2C,chr1:171303838-171304324:-|MT2C_Mm|MT2C
chr7,85774804,85775267,464,-,MT2C_Mm,MT2C,chr7:85774804-85775267:-|MT2C_Mm|MT2C
chr1,55291642,55292108,467,+,MT2C_Mm,MT2C,chr1:55291642-55292108:+|MT2C_Mm|MT2C
chr5,138226900,138227366,467,-,MT2C_Mm,MT2C,chr5:138226900-138227366:-|MT2C_Mm|MT2C
chr3,75718715,75719196,482,+,MT2C_Mm,MT2C,chr3:75718715-75719196:+|MT2C_Mm|MT2C
chr13,117459601,117460073,473,-,MT2C_Mm,MT2C,chr13:117459601-117460073:-|MT2C_Mm|MT2C
chr4,123143557,123144031,475,-,MT2C_Mm,MT2C,chr4:123143557-123144031:-|MT2C_Mm|MT2C
chr3,82231760,82232226,467,-,MT2C_Mm,MT2C,chr3:82231760-82232226:-|MT2C_Mm|MT2C
chr7,141225792,141226262,471,+,MT2C_Mm,MT2C,chr7:141225792-141226262:+|MT2C_Mm|MT2C
chr10,86581292,86581762,471,+,MT2C_Mm,MT2C,chr10:86581292-86581762:+|MT2C_Mm|MT2C
chr6,19292082,19292557,476,+,MT2C_Mm,MT2C,chr6:19292082-19292557:+|MT2C_Mm|MT2C
chr5,93540973,93541448,476,-,MT2C_Mm,MT2C,chr5:93540973-93541448:-|MT2C_Mm|MT2C
chr5,95134153,95134628,476,+,MT2C_Mm,MT2C,chr5:95134153-95134628:+|MT2C_Mm|MT2C
chr5,106719123,106719599,477,-,MT2C_Mm,MT2C,chr5:106719123-106719599:-|MT2C_Mm|MT2C
chr4,102893994,102894463,470,-,MT2C_Mm,MT2C,chr4:102893994-102894463:-|MT2C_Mm|MT2C
chr7,110150486,110150972,487,-,MT2C_Mm,MT2C,chr7:110150486-110150972:-|MT2C_Mm|MT2C
chrX,111687225,111687697,473,+,MT2C_Mm,MT2C,chrX:111687225-111687697:+|MT2C_Mm|MT2C
chr10,82017230,82017625,396,-,MTA_Mm,MTA,chr10:82017230-82017625:-|MTA_Mm|MTA
chr4,34008371,34008767,397,-,MTA_Mm,MTA,chr4:34008371-34008767:-|MTA_Mm|MTA
chr4,10959366,10959762,397,-,MTA_Mm,MTA,chr4:10959366-10959762:-|MTA_Mm|MTA
chr4,34733049,34733445,397,-,MTA_Mm,MTA,chr4:34733049-34733445:-|MTA_Mm|MTA
chr9,7401336,7401734,399,+,MTA_Mm,MTA,chr9:7401336-7401734:+|MTA_Mm|MTA
chr4,80995712,80996107,396,-,MTA_Mm,MTA,chr4:80995712-80996107:-|MTA_Mm|MTA
chr1,17662895,17663286,392,-,MTA_Mm,MTA,chr1:17662895-17663286:-|MTA_Mm|MTA
chr13,54826900,54827295,396,-,MTA_Mm,MTA,chr13:54826900-54827295:-|MTA_Mm|MTA
chr5,7309735,7310120,386,+,MTA_Mm,MTA,chr5:7309735-7310120:+|MTA_Mm|MTA
chr2,115806847,115807243,397,+,MTA_Mm,MTA,chr2:115806847-115807243:+|MTA_Mm|MTA
chr5,71898860,71899255,396,-,MTA_Mm,MTA,chr5:71898860-71899255:-|MTA_Mm|MTA
chr3,14736222,14736611,390,-,MTA_Mm,MTA,chr3:14736222-14736611:-|MTA_Mm|MTA
chr14,67488884,67489273,390,+,MTA_Mm,MTA,chr14:67488884-67489273:+|MTA_Mm|MTA
chrX,47658910,47659301,392,+,MTA_Mm,MTA,chrX:47658910-47659301:+|MTA_Mm|MTA
chr14,99043098,99043495,398,-,MTA_Mm,MTA,chr14:99043098-99043495:-|MTA_Mm|MTA
chr8,51240260,51240656,397,-,MTA_Mm,MTA,chr8:51240260-51240656:-|MTA_Mm|MTA
chr14,76522656,76523051,396,-,MTA_Mm,MTA,chr14:76522656-76523051:-|MTA_Mm|MTA
chr14,29345360,29345741,382,+,MTA_Mm,MTA,chr14:29345360-29345741:+|MTA_Mm|MTA
chr12,43743632,43744029,398,+,MTA_Mm,MTA,chr12:43743632-43744029:+|MTA_Mm|MTA
chr13,53790089,53790482,394,-,MTA_Mm,MTA,chr13:53790089-53790482:-|MTA_Mm|MTA
chr15,32908218,32908611,394,+,MTA_Mm,MTA,chr15:32908218-32908611:+|MTA_Mm|MTA
chr15,7053926,7054319,394,-,MTA_Mm,MTA,chr15:7053926-7054319:-|MTA_Mm|MTA
chr11,87189349,87189743,395,-,MTA_Mm,MTA,chr11:87189349-87189743:-|MTA_Mm|MTA
chr1,83731387,83731782,396,+,MTA_Mm,MTA,chr1:83731387-83731782:+|MTA_Mm|MTA
chr13,16908823,16909221,399,+,MTA_Mm,MTA,chr13:16908823-16909221:+|MTA_Mm|MTA
chr7,116647187,116647577,391,-,MTA_Mm,MTA,chr7:116647187-116647577:-|MTA_Mm|MTA
chr2,150348001,150348386,386,+,MTA_Mm,MTA,chr2:150348001-150348386:+|MTA_Mm|MTA
chrX,26970235,26970631,397,+,MTA_Mm,MTA,chrX:26970235-26970631:+|MTA_Mm|MTA
chr8,32561717,32562112,396,+,MTA_Mm,MTA,chr8:32561717-32562112:+|MTA_Mm|MTA
chr1,99101154,99101548,395,+,MTA_Mm,MTA,chr1:99101154-99101548:+|MTA_Mm|MTA
chr19,29096309,29096703,395,+,MTA_Mm,MTA,chr19:29096309-29096703:+|MTA_Mm|MTA
chr14,24019898,24020285,388,+,MTA_Mm,MTA,chr14:24019898-24020285:+|MTA_Mm|MTA
chr15,9325936,9326324,389,-,MTA_Mm,MTA,chr15:9325936-9326324:-|MTA_Mm|MTA
chr2,95721769,95722167,399,-,MTA_Mm,MTA,chr2:95721769-95722167:-|MTA_Mm|MTA
chr12,29398839,29399235,397,-,MTA_Mm,MTA,chr12:29398839-29399235:-|MTA_Mm|MTA
chr6,102220683,102221079,397,+,MTA_Mm,MTA,chr6:102220683-102221079:+|MTA_Mm|MTA
chr12,82898445,82898832,388,-,MTA_Mm,MTA,chr12:82898445-82898832:-|MTA_Mm|MTA
chr14,11814735,11815130,396,-,MTA_Mm,MTA,chr14:11814735-11815130:-|MTA_Mm|MTA
chrY,37916927,37917307,381,+,MTA_Mm,MTA,chrY:37916927-37917307:+|MTA_Mm|MTA
chr7,103400084,103400490,407,+,MTA_Mm,MTA,chr7:103400084-103400490:+|MTA_Mm|MTA
chr3,27367880,27368274,395,-,MTA_Mm,MTA,chr3:27367880-27368274:-|MTA_Mm|MTA
chr4,93746834,93747228,395,+,MTA_Mm,MTA,chr4:93746834-93747228:+|MTA_Mm|MTA
chr15,20811370,20811764,395,-,MTA_Mm,MTA,chr15:20811370-20811764:-|MTA_Mm|MTA
chr4,28017450,28017845,396,-,MTA_Mm,MTA,chr4:28017450-28017845:-|MTA_Mm|MTA
chr15,63464949,63465344,396,+,MTA_Mm,MTA,chr15:63464949-63465344:+|MTA_Mm|MTA
chr2,81725210,81725593,384,-,MTA_Mm,MTA,chr2:81725210-81725593:-|MTA_Mm|MTA
chr5,24129621,24130020,400,-,MTA_Mm,MTA,chr5:24129621-24130020:-|MTA_Mm|MTA
chr2,29813734,29814124,391,-,MTA_Mm,MTA,chr2:29813734-29814124:-|MTA_Mm|MTA
chr13,84163778,84164173,396,-,MTA_Mm,MTA,chr13:84163778-84164173:-|MTA_Mm|MTA
chr6,117754354,117754747,394,-,MTA_Mm,MTA,chr6:117754354-117754747:-|MTA_Mm|MTA
chr1,164442554,164442951,398,+,MTA_Mm,MTA,chr1:164442554-164442951:+|MTA_Mm|MTA
chr15,16175274,16175668,395,+,MTA_Mm,MTA,chr15:16175274-16175668:+|MTA_Mm|MTA
chr5,141460981,141461375,395,-,MTA_Mm,MTA,chr5:141460981-141461375:-|MTA_Mm|MTA
chr2,85971185,85971580,396,-,MTA_Mm,MTA,chr2:85971185-85971580:-|MTA_Mm|MTA
chr11,59371096,59371490,395,-,MTA_Mm,MTA,chr11:59371096-59371490:-|MTA_Mm|MTA
chr2,84574888,84575275,388,+,MTA_Mm,MTA,chr2:84574888-84575275:+|MTA_Mm|MTA
chr2,51794713,51795112,400,+,MTA_Mm,MTA,chr2:51794713-51795112:+|MTA_Mm|MTA
chr6,70636411,70636787,377,+,MTA_Mm,MTA,chr6:70636411-70636787:+|MTA_Mm|MTA
chr12,17806220,17806603,384,+,MTA_Mm,MTA,chr12:17806220-17806603:+|MTA_Mm|MTA
chr8,76404860,76405253,394,+,MTA_Mm,MTA,chr8:76404860-76405253:+|MTA_Mm|MTA
chr9,8508039,8508435,397,+,MTA_Mm,MTA,chr9:8508039-8508435:+|MTA_Mm|MTA
chr1,88614002,88614383,382,+,MTA_Mm,MTA,chr1:88614002-88614383:+|MTA_Mm|MTA
chr15,31641203,31641591,389,+,MTA_Mm,MTA,chr15:31641203-31641591:+|MTA_Mm|MTA
chr1,24754394,24754788,395,-,MTA_Mm,MTA,chr1:24754394-24754788:-|MTA_Mm|MTA
chr13,67654024,67654421,398,+,MTA_Mm,MTA,chr13:67654024-67654421:+|MTA_Mm|MTA
chr5,106070974,106071367,394,+,MTA_Mm,MTA,chr5:106070974-106071367:+|MTA_Mm|MTA
chr15,12572204,12572598,395,-,MTA_Mm,MTA,chr15:12572204-12572598:-|MTA_Mm|MTA
chr2,95688613,95689009,397,-,MTA_Mm,MTA,chr2:95688613-95689009:-|MTA_Mm|MTA
chr1,111492266,111492658,393,+,MTA_Mm,MTA,chr1:111492266-111492658:+|MTA_Mm|MTA
chr3,47581179,47581573,395,+,MTA_Mm,MTA,chr3:47581179-47581573:+|MTA_Mm|MTA
chr10,104976122,104976517,396,-,MTA_Mm,MTA,chr10:104976122-104976517:-|MTA_Mm|MTA
chr9,85955488,85955880,393,-,MTA_Mm,MTA,chr9:85955488-85955880:-|MTA_Mm|MTA
chr1,27070068,27070464,397,+,MTA_Mm,MTA,chr1:27070068-27070464:+|MTA_Mm|MTA
chr7,27016268,27016663,396,-,MTA_Mm,MTA,chr7:27016268-27016663:-|MTA_Mm|MTA
chr10,17059110,17059502,393,+,MTA_Mm,MTA,chr10:17059110-17059502:+|MTA_Mm|MTA
chr2,122502165,122502560,396,+,MTA_Mm,MTA,chr2:122502165-122502560:+|MTA_Mm|MTA
chr17,19083103,19083497,395,-,MTA_Mm,MTA,chr17:19083103-19083497:-|MTA_Mm|MTA
chr1,153383869,153384251,383,+,MTA_Mm,MTA,chr1:153383869-153384251:+|MTA_Mm|MTA
chr15,36034052,36034446,395,+,MTA_Mm,MTA,chr15:36034052-36034446:+|MTA_Mm|MTA
chr5,5864468,5864863,396,+,MTA_Mm,MTA,chr5:5864468-5864863:+|MTA_Mm|MTA
chrX,45767936,45768330,395,+,MTA_Mm,MTA,chrX:45767936-45768330:+|MTA_Mm|MTA
chr19,61206575,61206969,395,-,MTA_Mm,MTA,chr19:61206575-61206969:-|MTA_Mm|MTA
chr11,24612822,24613218,397,+,MTA_Mm,MTA,chr11:24612822-24613218:+|MTA_Mm|MTA
chr3,8651897,8652278,382,+,MTA_Mm,MTA,chr3:8651897-8652278:+|MTA_Mm|MTA
chr12,64843156,64843551,396,+,MTA_Mm,MTA,chr12:64843156-64843551:+|MTA_Mm|MTA
chr9,101316583,101316978,396,+,MTA_Mm,MTA,chr9:101316583-101316978:+|MTA_Mm|MTA
chr17,32515417,32515809,393,+,MTA_Mm,MTA,chr17:32515417-32515809:+|MTA_Mm|MTA
chr15,16663448,16663843,396,+,MTA_Mm,MTA,chr15:16663448-16663843:+|MTA_Mm|MTA
chr11,87954090,87954475,386,+,MTA_Mm,MTA,chr11:87954090-87954475:+|MTA_Mm|MTA
chr9,93702113,93702507,395,+,MTA_Mm,MTA,chr9:93702113-93702507:+|MTA_Mm|MTA
chr11,115135681,115136073,393,+,MTA_Mm,MTA,chr11:115135681-115136073:+|MTA_Mm|MTA
chr9,105117426,105117821,396,+,MTA_Mm,MTA,chr9:105117426-105117821:+|MTA_Mm|MTA
chr11,10081439,10081834,396,+,MTA_Mm,MTA,chr11:10081439-10081834:+|MTA_Mm|MTA
chr11,6151183,6151578,396,-,MTA_Mm,MTA,chr11:6151183-6151578:-|MTA_Mm|MTA
chr10,50334938,50335333,396,+,MTA_Mm,MTA,chr10:50334938-50335333:+|MTA_Mm|MTA
chr2,100508360,100508755,396,+,MTA_Mm,MTA,chr2:100508360-100508755:+|MTA_Mm|MTA
chr14,118314331,118314727,397,+,MTA_Mm,MTA,chr14:118314331-118314727:+|MTA_Mm|MTA
chr1,47564752,47565148,397,-,MTA_Mm,MTA,chr1:47564752-47565148:-|MTA_Mm|MTA
chr15,13987106,13987503,398,+,MTA_Mm,MTA,chr15:13987106-13987503:+|MTA_Mm|MTA
chr6,38028971,38029365,395,-,MTA_Mm,MTA,chr6:38028971-38029365:-|MTA_Mm|MTA
chr1,67765186,67765580,395,-,MTA_Mm,MTA,chr1:67765186-67765580:-|MTA_Mm|MTA
chr3,45724265,45724659,395,+,MTA_Mm,MTA,chr3:45724265-45724659:+|MTA_Mm|MTA
chr14,54337074,54337469,396,-,MTA_Mm,MTA,chr14:54337074-54337469:-|MTA_Mm|MTA
chr12,87824709,87825104,396,+,MTA_Mm,MTA,chr12:87824709-87825104:+|MTA_Mm|MTA
chr11,9420856,9421239,384,-,MTA_Mm,MTA,chr11:9420856-9421239:-|MTA_Mm|MTA
chr15,46357197,46357592,396,-,MTA_Mm,MTA,chr15:46357197-46357592:-|MTA_Mm|MTA
chr11,64456843,64457224,382,-,MTA_Mm,MTA,chr11:64456843-64457224:-|MTA_Mm|MTA
chr10,130463101,130463495,395,-,MTA_Mm,MTA,chr10:130463101-130463495:-|MTA_Mm|MTA
chr18,49883821,49884219,399,-,MTA_Mm,MTA,chr18:49883821-49884219:-|MTA_Mm|MTA
chr1,78763815,78764210,396,-,MTA_Mm,MTA,chr1:78763815-78764210:-|MTA_Mm|MTA
chr5,116769581,116769974,394,-,MTA_Mm,MTA,chr5:116769581-116769974:-|MTA_Mm|MTA
chr10,39032116,39032515,400,-,MTA_Mm,MTA,chr10:39032116-39032515:-|MTA_Mm|MTA
chrX,90728931,90729329,399,-,MTA_Mm,MTA,chrX:90728931-90729329:-|MTA_Mm|MTA
