#transId	geneId	source	chrom	start	end	strand	proteinId	geneName	transcriptName	geneType	transcriptType
ENSACHT00000016660	ENSACHG00000012487	ensembl	PVKX01002820.1	101009	109245	-	ENSACHP00000014732			protein_coding	protein_coding
ENSACHT00000016707	ENSACHG00000012522	ensembl	PVKX01002820.1	112196	121122	-	ENSACHP00000014777			protein_coding	protein_coding
ENSACHT00000015770	ENSACHG00000011824	ensembl	PVKX01002813.1	122261	122369	-				snRNA	snRNA
ENSACHT00000016732	ENSACHG00000012553	ensembl	PVKX01002823.1	55278	84112	-	ENSACHP00000014800			protein_coding	protein_coding
ENSACHT00000016755	ENSACHG00000012553	ensembl	PVKX01002823.1	57922	84112	-	ENSACHP00000014822			protein_coding	protein_coding
ENSACHT00000015787	ENSACHG00000011835	ensembl	PVKX01002815.1	83513	83590	+				miRNA	miRNA
ENSACHT00000015803	ENSACHG00000011846	ensembl	PVKX01002815.1	83725	83829	+				miRNA	miRNA
ENSACHT00000015814	ENSACHG00000011852	ensembl	PVKX01002815.1	84235	84320	-				miRNA	miRNA
ENSACHT00000015852	ENSACHG00000011870	ensembl	PVKX01002815.1	96002	123423	-	ENSACHP00000014019			protein_coding	protein_coding
ENSACHT00000015870	ENSACHG00000011897	ensembl	PVKX01002816.1	62282	62389	-				snRNA	snRNA
ENSACHT00000025987	ENSACHG00000020135	ensembl	PVKX01002833.1	218	8714	+	ENSACHP00000022841			protein_coding	protein_coding
ENSACHT00000026030	ENSACHG00000020225	ensembl	PVKX01002833.1	15812	15995	-	ENSACHP00000022881			protein_coding	protein_coding
ENSACHT00000026105	ENSACHG00000020263	ensembl	PVKX01002833.1	25371	100470	-	ENSACHP00000022950			protein_coding	protein_coding
ENSACHT00000016786	ENSACHG00000012589	ensembl	PVKX01002825.1	5924	95012	+	ENSACHP00000014852			protein_coding	protein_coding
ENSACHT00000016808	ENSACHG00000012606	ensembl	PVKX01002825.1	101348	118534	-	ENSACHP00000014871			protein_coding	protein_coding
ENSACHT00000021727	ENSACHG00000016662	ensembl	PVKX01002830.1	10543	27390	-	ENSACHP00000019199			protein_coding	protein_coding
ENSACHT00000021793	ENSACHG00000016662	ensembl	PVKX01002830.1	10543	27188	-	ENSACHP00000019257			protein_coding	protein_coding
ENSACHT00000025434	ENSACHG00000017034	ensembl	PVKX01002830.1	42063	125418	-	ENSACHP00000022361			protein_coding	protein_coding
ENSACHT00000025516	ENSACHG00000017034	ensembl	PVKX01002830.1	42063	125418	-	ENSACHP00000022438			protein_coding	protein_coding
ENSACHT00000025812	ENSACHG00000017034	ensembl	PVKX01002830.1	42063	125418	-	ENSACHP00000022699			protein_coding	protein_coding
ENSACHT00000025852	ENSACHG00000017034	ensembl	PVKX01002830.1	98123	125418	-	ENSACHP00000022734			protein_coding	protein_coding
ENSACHT00000021294	ENSACHG00000016291	ensembl	PVKX01002829.1	32727	33231	-	ENSACHP00000018838			protein_coding	protein_coding
ENSACHT00000021476	ENSACHG00000016422	ensembl	PVKX01002829.1	37178	99385	+	ENSACHP00000018986			protein_coding	protein_coding
ENSACHT00000021516	ENSACHG00000016422	ensembl	PVKX01002829.1	37178	98216	+	ENSACHP00000019017			protein_coding	protein_coding
ENSACHT00000021557	ENSACHG00000016422	ensembl	PVKX01002829.1	53958	99385	+	ENSACHP00000019051			protein_coding	protein_coding
ENSACHT00000021654	ENSACHG00000016592	ensembl	PVKX01002829.1	108929	114523	+	ENSACHP00000019132			protein_coding	protein_coding
ENSACHT00000028513	ENSACHG00000022295	ensembl	PVKX01002836.1	84500	84821	-	ENSACHP00000025027			protein_coding	protein_coding
ENSACHT00000027073	ENSACHG00000021030	ensembl	PVKX01002835.1	239	11255	+	ENSACHP00000023772			protein_coding	protein_coding
ENSACHT00000027294	ENSACHG00000021252	ensembl	PVKX01002835.1	10960	22430	+	ENSACHP00000023963			protein_coding	protein_coding
ENSACHT00000027420	ENSACHG00000021252	ensembl	PVKX01002835.1	10960	22430	+	ENSACHP00000024070			protein_coding	protein_coding
ENSACHT00000027552	ENSACHG00000021252	ensembl	PVKX01002835.1	10960	22430	+	ENSACHP00000024187			protein_coding	protein_coding
ENSACHT00000027699	ENSACHG00000021252	ensembl	PVKX01002835.1	10960	22430	+	ENSACHP00000024312			protein_coding	protein_coding
ENSACHT00000027865	ENSACHG00000021252	ensembl	PVKX01002835.1	10960	21563	+	ENSACHP00000024463			protein_coding	protein_coding
ENSACHT00000028020	ENSACHG00000021867	ensembl	PVKX01002835.1	24416	28271	+	ENSACHP00000024597			protein_coding	protein_coding
ENSACHT00000028113	ENSACHG00000021939	ensembl	PVKX01002835.1	40644	49118	+	ENSACHP00000024674			protein_coding	protein_coding
ENSACHT00000028145	ENSACHG00000021939	ensembl	PVKX01002835.1	40644	48129	+	ENSACHP00000024705			protein_coding	protein_coding
ENSACHT00000028219	ENSACHG00000022018	ensembl	PVKX01002835.1	93108	100427	+	ENSACHP00000024769			protein_coding	protein_coding
ENSACHT00000028239	ENSACHG00000022018	ensembl	PVKX01002835.1	93108	100427	+	ENSACHP00000024786			protein_coding	protein_coding
ENSACHT00000028354	ENSACHG00000022097	ensembl	PVKX01002835.1	102626	105040	+	ENSACHP00000024890			protein_coding	protein_coding
ENSACHT00000028390	ENSACHG00000022097	ensembl	PVKX01002835.1	102626	105040	+	ENSACHP00000024919			protein_coding	protein_coding
ENSACHT00000028423	ENSACHG00000022224	ensembl	PVKX01002835.1	106357	106636	-	ENSACHP00000024947			protein_coding	protein_coding
ENSACHT00000028486	ENSACHG00000022250	ensembl	PVKX01002835.1	122471	125544	-	ENSACHP00000025003			protein_coding	protein_coding
ENSACHT00000017099	ENSACHG00000012660	ensembl	PVKX01002826.1	16000	112156	+	ENSACHP00000015121			protein_coding	protein_coding
ENSACHT00000017110	ENSACHG00000012660	ensembl	PVKX01002826.1	16000	112156	+	ENSACHP00000015130			protein_coding	protein_coding
ENSACHT00000017135	ENSACHG00000012660	ensembl	PVKX01002826.1	16000	52645	+	ENSACHP00000015155			protein_coding	protein_coding
ENSACHT00000025880	ENSACHG00000020113	ensembl	PVKX01002832.1	70281	70448	+				snRNA	snRNA
ENSACHT00000028668	ENSACHG00000022326	ensembl	PVKX01002842.1	30107	91849	-	ENSACHP00000025161			protein_coding	protein_coding
ENSACHT00000028836	ENSACHG00000022497	ensembl	PVKX01002842.1	96242	110688	+	ENSACHP00000025307			protein_coding	protein_coding
ENSACHT00000028856	ENSACHG00000022497	ensembl	PVKX01002842.1	96242	110382	+	ENSACHP00000025325			protein_coding	protein_coding
ENSACHT00000028871	ENSACHG00000022584	ensembl	PVKX01002843.1	12329	12437	-				snRNA	snRNA
ENSACHT00000028894	ENSACHG00000022600	ensembl	PVKX01002843.1	88104	89631	+	ENSACHP00000025356			protein_coding	protein_coding
ENSACHT00000026152	ENSACHG00000020337	ensembl	PVKX01002834.1	45525	45632	-				snRNA	snRNA
ENSACHT00000026165	ENSACHG00000020349	ensembl	PVKX01002834.1	51314	51406	+				miRNA	miRNA
ENSACHT00000026364	ENSACHG00000020385	ensembl	PVKX01002834.1	57343	69845	+	ENSACHP00000023175			protein_coding	protein_coding
ENSACHT00000026455	ENSACHG00000020588	ensembl	PVKX01002834.1	74936	77709	-	ENSACHP00000023251			protein_coding	protein_coding
ENSACHT00000026492	ENSACHG00000020588	ensembl	PVKX01002834.1	75021	77709	-	ENSACHP00000023280			protein_coding	protein_coding
ENSACHT00000026517	ENSACHG00000020656	ensembl	PVKX01002834.1	79058	79159	+				snRNA	snRNA
ENSACHT00000026652	ENSACHG00000020688	ensembl	PVKX01002834.1	83613	86495	-	ENSACHP00000023411			protein_coding	protein_coding
ENSACHT00000026674	ENSACHG00000020688	ensembl	PVKX01002834.1	83613	86302	-	ENSACHP00000023430			protein_coding	protein_coding
ENSACHT00000026760	ENSACHG00000020834	ensembl	PVKX01002834.1	87492	100453	-	ENSACHP00000023500			protein_coding	protein_coding
ENSACHT00000026809	ENSACHG00000020884	ensembl	PVKX01002834.1	103915	104887	+	ENSACHP00000023540			protein_coding	protein_coding
ENSACHT00000026921	ENSACHG00000020918	ensembl	PVKX01002834.1	121024	124829	-	ENSACHP00000023638			protein_coding	protein_coding
ENSACHT00000029250	ENSACHG00000022875	ensembl	PVKX01002846.1	37565	38546	+	ENSACHP00000025670			protein_coding	protein_coding
ENSACHT00000029266	ENSACHG00000022891	ensembl	PVKX01002848.1	33730	41616	-	ENSACHP00000025686			protein_coding	protein_coding
ENSACHT00000029369	ENSACHG00000022934	ensembl	PVKX01002848.1	90723	104434	+	ENSACHP00000025780			protein_coding	protein_coding
ENSACHT00000029381	ENSACHG00000022934	ensembl	PVKX01002848.1	90723	104434	+	ENSACHP00000025789			protein_coding	protein_coding
ENSACHT00000029398	ENSACHG00000022994	ensembl	PVKX01002848.1	109796	120014	-	ENSACHP00000025806			protein_coding	protein_coding
ENSACHT00000029414	ENSACHG00000023004	ensembl	PVKX01002849.1	801	996	-	ENSACHP00000025821			protein_coding	protein_coding
ENSACHT00000029440	ENSACHG00000023016	ensembl	PVKX01002849.1	27386	85573	+	ENSACHP00000025845			protein_coding	protein_coding
ENSACHT00000029450	ENSACHG00000023032	ensembl	PVKX01002849.1	107774	109577	-	ENSACHP00000025853			protein_coding	protein_coding
ENSACHT00000028922	ENSACHG00000022615	ensembl	PVKX01002844.1	5924	27044	+	ENSACHP00000025383			protein_coding	protein_coding
ENSACHT00000028958	ENSACHG00000022640	ensembl	PVKX01002844.1	30972	48854	-	ENSACHP00000025417			protein_coding	protein_coding
ENSACHT00000029085	ENSACHG00000022693	ensembl	PVKX01002844.1	73183	98404	+	ENSACHP00000025530			protein_coding	protein_coding
ENSACHT00000029147	ENSACHG00000022770	ensembl	PVKX01002844.1	109808	122495	-	ENSACHP00000025585			protein_coding	protein_coding
ENSACHT00000029178	ENSACHG00000022813	ensembl	PVKX01002845.1	2001	20515	-	ENSACHP00000025611			protein_coding	protein_coding
ENSACHT00000029191	ENSACHG00000022829	ensembl	PVKX01002845.1	42850	42937	-				miRNA	miRNA
ENSACHT00000029216	ENSACHG00000022845	ensembl	PVKX01002845.1	83102	111024	-	ENSACHP00000025645			protein_coding	protein_coding
ENSACHT00000029470	ENSACHG00000023046	ensembl	PVKX01002850.1	5182	18751	+	ENSACHP00000025872			protein_coding	protein_coding
ENSACHT00000029481	ENSACHG00000023046	ensembl	PVKX01002850.1	5182	18751	+	ENSACHP00000025882			protein_coding	protein_coding
ENSACHT00000029498	ENSACHG00000023064	ensembl	PVKX01002850.1	53799	78783	+	ENSACHP00000025898			protein_coding	protein_coding
ENSACHT00000029533	ENSACHG00000023075	ensembl	PVKX01002850.1	92729	123494	-	ENSACHP00000025933			protein_coding	protein_coding
ENSACHT00000029547	ENSACHG00000023096	ensembl	PVKX01002853.1	3254	32744	+	ENSACHP00000025946			protein_coding	protein_coding
ENSACHT00000029563	ENSACHG00000023105	ensembl	PVKX01002854.1	117485	118589	-	ENSACHP00000025959			protein_coding	protein_coding
ENSACHT00000029573	ENSACHG00000023115	ensembl	PVKX01002856.1	7872	12436	-	ENSACHP00000025969			protein_coding	protein_coding
ENSACHT00000029589	ENSACHG00000023124	ensembl	PVKX01002856.1	61433	82688	+	ENSACHP00000025983			protein_coding	protein_coding
ENSACHT00000029645	ENSACHG00000023152	ensembl	PVKX01002856.1	85297	93070	-	ENSACHP00000026033			protein_coding	protein_coding
ENSACHT00000029654	ENSACHG00000023152	ensembl	PVKX01002856.1	85297	92719	-	ENSACHP00000026040			protein_coding	protein_coding
ENSACHT00000029659	ENSACHG00000023152	ensembl	PVKX01002856.1	86297	93070	-	ENSACHP00000026045			protein_coding	protein_coding
ENSACHT00000029684	ENSACHG00000023190	ensembl	PVKX01002856.1	100331	122914	-	ENSACHP00000026068			protein_coding	protein_coding
ENSACHT00000029933	ENSACHG00000023370	ensembl	PVKX01002865.1	41233	75043	-	ENSACHP00000026289			protein_coding	protein_coding
ENSACHT00000029941	ENSACHG00000023370	ensembl	PVKX01002865.1	41233	75043	-	ENSACHP00000026297			protein_coding	protein_coding
ENSACHT00000029703	ENSACHG00000023211	ensembl	PVKX01002858.1	6234	9251	-	ENSACHP00000026087			protein_coding	protein_coding
ENSACHT00000029713	ENSACHG00000023219	ensembl	PVKX01002858.1	28145	52169	+	ENSACHP00000026097			protein_coding	protein_coding
ENSACHT00000029743	ENSACHG00000023231	ensembl	PVKX01002858.1	54870	86727	-	ENSACHP00000026123			protein_coding	protein_coding
ENSACHT00000029964	ENSACHG00000023384	ensembl	PVKX01002866.1	103887	124674	+	ENSACHP00000026319			protein_coding	protein_coding
ENSACHT00000029972	ENSACHG00000023397	ensembl	PVKX01002867.1	2603	13330	+	ENSACHP00000026326			protein_coding	protein_coding
ENSACHT00000029987	ENSACHG00000023409	ensembl	PVKX01002867.1	14575	96314	-	ENSACHP00000026340			protein_coding	protein_coding
ENSACHT00000029989	ENSACHG00000023409	ensembl	PVKX01002867.1	14575	96314	-	ENSACHP00000026342			protein_coding	protein_coding
ENSACHT00000029790	ENSACHG00000023253	ensembl	PVKX01002862.1	2142	45710	+	ENSACHP00000026165			protein_coding	protein_coding
ENSACHT00000029804	ENSACHG00000023281	ensembl	PVKX01002862.1	56185	56608	+	ENSACHP00000026179			protein_coding	protein_coding
ENSACHT00000029816	ENSACHG00000023289	ensembl	PVKX01002862.1	78664	86721	+	ENSACHP00000026189			protein_coding	protein_coding
ENSACHT00000029829	ENSACHG00000023299	ensembl	PVKX01002862.1	97582	109467	+	ENSACHP00000026202			protein_coding	protein_coding
ENSACHT00000029850	ENSACHG00000023316	ensembl	PVKX01002862.1	110312	116049	-	ENSACHP00000026220			protein_coding	protein_coding
ENSACHT00000029858	ENSACHG00000023316	ensembl	PVKX01002862.1	111177	116049	-	ENSACHP00000026226			protein_coding	protein_coding
ENSACHT00000029693	ENSACHG00000023207	ensembl	PVKX01002857.1	70390	71356	-	ENSACHP00000026077			protein_coding	protein_coding
ENSACHT00000030203	ENSACHG00000023567	ensembl	PVKX01002883.1	33754	34585	-	ENSACHP00000026530			protein_coding	protein_coding
ENSACHT00000030043	ENSACHG00000023450	ensembl	PVKX01002870.1	10820	10897	+				snoRNA	snoRNA
ENSACHT00000030047	ENSACHG00000023456	ensembl	PVKX01002870.1	36772	94946	-	ENSACHP00000026395			protein_coding	protein_coding
ENSACHT00000029876	ENSACHG00000023335	ensembl	PVKX01002864.1	21111	44760	+	ENSACHP00000026239			protein_coding	protein_coding
ENSACHT00000029879	ENSACHG00000023335	ensembl	PVKX01002864.1	21111	44760	+	ENSACHP00000026241			protein_coding	protein_coding
ENSACHT00000029905	ENSACHG00000023354	ensembl	PVKX01002864.1	51878	123952	-	ENSACHP00000026264			protein_coding	protein_coding
ENSACHT00000029920	ENSACHG00000023354	ensembl	PVKX01002864.1	51878	123952	-	ENSACHP00000026278			protein_coding	protein_coding
ENSACHT00000030157	ENSACHG00000023535	ensembl	PVKX01002882.1	10361	15506	+	ENSACHP00000026493			protein_coding	protein_coding
ENSACHT00000030168	ENSACHG00000023545	ensembl	PVKX01002882.1	24290	63168	-	ENSACHP00000026502			protein_coding	protein_coding
ENSACHT00000030171	ENSACHG00000023545	ensembl	PVKX01002882.1	24290	48911	-	ENSACHP00000026505			protein_coding	protein_coding
ENSACHT00000030174	ENSACHG00000023545	ensembl	PVKX01002882.1	35897	63168	-	ENSACHP00000026508			protein_coding	protein_coding
ENSACHT00000030177	ENSACHG00000023551	ensembl	PVKX01002882.1	56843	56953	+				snRNA	snRNA
ENSACHT00000030199	ENSACHG00000023564	ensembl	PVKX01002882.1	73545	112718	-	ENSACHP00000026526			protein_coding	protein_coding
ENSACHT00000030200	ENSACHG00000023564	ensembl	PVKX01002882.1	73919	123727	-	ENSACHP00000026527			protein_coding	protein_coding
ENSACHT00000030201	ENSACHG00000023564	ensembl	PVKX01002882.1	73919	123727	-	ENSACHP00000026528			protein_coding	protein_coding
ENSACHT00000030073	ENSACHG00000023477	ensembl	PVKX01002876.1	49117	103015	-	ENSACHP00000026417			protein_coding	protein_coding
ENSACHT00000030012	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026365			protein_coding	protein_coding
ENSACHT00000030017	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026369			protein_coding	protein_coding
ENSACHT00000030021	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026373			protein_coding	protein_coding
ENSACHT00000030024	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026376			protein_coding	protein_coding
ENSACHT00000030032	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026382			protein_coding	protein_coding
ENSACHT00000030039	ENSACHG00000023431	ensembl	PVKX01002868.1	26167	94271	+	ENSACHP00000026388			protein_coding	protein_coding
ENSACHT00000030061	ENSACHG00000023463	ensembl	PVKX01002874.1	2641	124527	-	ENSACHP00000026408			protein_coding	protein_coding
ENSACHT00000030067	ENSACHG00000023472	ensembl	PVKX01002874.1	99067	99197	+				snoRNA	snoRNA
ENSACHT00000030087	ENSACHG00000023484	ensembl	PVKX01002877.1	1865	12792	+	ENSACHP00000026429			protein_coding	protein_coding
ENSACHT00000030096	ENSACHG00000023490	ensembl	PVKX01002877.1	29036	75802	+	ENSACHP00000026438			protein_coding	protein_coding
ENSACHT00000030102	ENSACHG00000023490	ensembl	PVKX01002877.1	29036	37828	+	ENSACHP00000026444			protein_coding	protein_coding
ENSACHT00000030104	ENSACHG00000023490	ensembl	PVKX01002877.1	66844	75802	+	ENSACHP00000026446			protein_coding	protein_coding
ENSACHT00000030115	ENSACHG00000023502	ensembl	PVKX01002877.1	48000	62991	+	ENSACHP00000026454			protein_coding	protein_coding
ENSACHT00000030119	ENSACHG00000023508	ensembl	PVKX01002877.1	91482	101421	+	ENSACHP00000026457			protein_coding	protein_coding
ENSACHT00000030131	ENSACHG00000023519	ensembl	PVKX01002877.1	104420	118473	+	ENSACHP00000026469			protein_coding	protein_coding
ENSACHT00000030133	ENSACHG00000023519	ensembl	PVKX01002877.1	104662	115459	+	ENSACHP00000026471			protein_coding	protein_coding
ENSACHT00000030150	ENSACHG00000023525	ensembl	PVKX01002879.1	2472	109828	-	ENSACHP00000026486			protein_coding	protein_coding
ENSACHT00000001206	ENSACHG00000000787	ensembl	PVKX01002900.1	488	50471	-	ENSACHP00000001039			protein_coding	protein_coding
ENSACHT00000001512	ENSACHG00000001004	ensembl	PVKX01002900.1	94780	121012	-	ENSACHP00000001307			protein_coding	protein_coding
ENSACHT00000001576	ENSACHG00000001004	ensembl	PVKX01002900.1	95607	120677	-	ENSACHP00000001364			protein_coding	protein_coding
ENSACHT00000030209	ENSACHG00000023571	ensembl	PVKX01002885.1	31115	77310	+	ENSACHP00000026536			protein_coding	protein_coding
ENSACHT00000030210	ENSACHG00000023571	ensembl	PVKX01002885.1	31115	77310	+	ENSACHP00000026537			protein_coding	protein_coding
ENSACHT00000030211	ENSACHG00000023571	ensembl	PVKX01002885.1	31115	77310	+	ENSACHP00000026538			protein_coding	protein_coding
ENSACHT00000030212	ENSACHG00000023571	ensembl	PVKX01002885.1	31115	77310	+	ENSACHP00000026539			protein_coding	protein_coding
ENSACHT00000030214	ENSACHG00000023571	ensembl	PVKX01002885.1	31115	77310	+	ENSACHP00000026541			protein_coding	protein_coding
ENSACHT00000030215	ENSACHG00000023573	ensembl	PVKX01002885.1	80848	116322	-	ENSACHP00000026542			protein_coding	protein_coding
ENSACHT00000000596	ENSACHG00000000475	ensembl	PVKX01002893.1	25121	32159	+	ENSACHP00000000501			protein_coding	protein_coding
ENSACHT00000000634	ENSACHG00000000501	ensembl	PVKX01002893.1	32967	51322	-	ENSACHP00000000539			protein_coding	protein_coding
ENSACHT00000000671	ENSACHG00000000535	ensembl	PVKX01002893.1	82724	87155	+	ENSACHP00000000570			protein_coding	protein_coding
ENSACHT00000000731	ENSACHG00000000550	ensembl	PVKX01002893.1	89054	112116	-	ENSACHP00000000628			protein_coding	protein_coding
ENSACHT00000000749	ENSACHG00000000581	ensembl	PVKX01002894.1	14902	28598	-	ENSACHP00000000646			protein_coding	protein_coding
ENSACHT00000030216	ENSACHG00000023574	ensembl	PVKX01002886.1	37448	118412	-	ENSACHP00000026543			protein_coding	protein_coding
ENSACHT00000030217	ENSACHG00000023574	ensembl	PVKX01002886.1	42961	118412	-	ENSACHP00000026544			protein_coding	protein_coding
ENSACHT00000030218	ENSACHG00000023574	ensembl	PVKX01002886.1	43551	118412	-	ENSACHP00000026545			protein_coding	protein_coding
ENSACHT00000001830	ENSACHG00000001345	ensembl	PVKX01002903.1	14925	122679	+	ENSACHP00000001585			protein_coding	protein_coding
ENSACHT00000001625	ENSACHG00000001206	ensembl	PVKX01002901.1	44369	112553	+	ENSACHP00000001408			protein_coding	protein_coding
ENSACHT00000002114	ENSACHG00000001571	ensembl	PVKX01002911.1	8144	123133	+	ENSACHP00000001835			protein_coding	protein_coding
ENSACHT00000002118	ENSACHG00000001571	ensembl	PVKX01002911.1	8144	123133	+	ENSACHP00000001839			protein_coding	protein_coding
ENSACHT00000030220	ENSACHG00000023575	ensembl	PVKX01002891.1	29948	30386	-				pseudogene	pseudogene
ENSACHT00000000922	ENSACHG00000000709	ensembl	PVKX01002897.1	6318	14763	-	ENSACHP00000000787			protein_coding	protein_coding
ENSACHT00000000958	ENSACHG00000000728	ensembl	PVKX01002897.1	67981	87021	-	ENSACHP00000000819			protein_coding	protein_coding
ENSACHT00000002066	ENSACHG00000001540	ensembl	PVKX01002907.1	113760	124020	-	ENSACHP00000001789			protein_coding	protein_coding
ENSACHT00000030222	ENSACHG00000023576	ensembl	PVKX01002892.1	550	76365	-	ENSACHP00000026548			protein_coding	protein_coding
ENSACHT00000030223	ENSACHG00000023576	ensembl	PVKX01002892.1	681	76365	-	ENSACHP00000026549			protein_coding	protein_coding
ENSACHT00000030225	ENSACHG00000023577	ensembl	PVKX01002892.1	42971	43102	-				scaRNA	scaRNA
ENSACHT00000000557	ENSACHG00000000453	ensembl	PVKX01002892.1	79068	123664	+	ENSACHP00000000469			protein_coding	protein_coding
ENSACHT00000000577	ENSACHG00000000469	ensembl	PVKX01002892.1	117346	117468	-				snoRNA	snoRNA
ENSACHT00000001764	ENSACHG00000001248	ensembl	PVKX01002902.1	50041	121240	-	ENSACHP00000001526			protein_coding	protein_coding
ENSACHT00000001782	ENSACHG00000001248	ensembl	PVKX01002902.1	50041	121226	-	ENSACHP00000001544			protein_coding	protein_coding
ENSACHT00000000770	ENSACHG00000000600	ensembl	PVKX01002895.1	13930	14091	+				snRNA	snRNA
ENSACHT00000000817	ENSACHG00000000628	ensembl	PVKX01002895.1	34634	97872	-	ENSACHP00000000701			protein_coding	protein_coding
ENSACHT00000000832	ENSACHG00000000628	ensembl	PVKX01002895.1	34634	96532	-	ENSACHP00000000715			protein_coding	protein_coding
ENSACHT00000000869	ENSACHG00000000628	ensembl	PVKX01002895.1	34634	96519	-	ENSACHP00000000748			protein_coding	protein_coding
ENSACHT00000000893	ENSACHG00000000691	ensembl	PVKX01002895.1	42838	42925	-				miRNA	miRNA
ENSACHT00000002973	ENSACHG00000002130	ensembl	PVKX01002920.1	17772	100271	+	ENSACHP00000002583			protein_coding	protein_coding
ENSACHT00000003001	ENSACHG00000002130	ensembl	PVKX01002920.1	18185	100271	+	ENSACHP00000002606			protein_coding	protein_coding
ENSACHT00000001918	ENSACHG00000001421	ensembl	PVKX01002906.1	7965	80680	-	ENSACHP00000001655			protein_coding	protein_coding
ENSACHT00000001948	ENSACHG00000001421	ensembl	PVKX01002906.1	8286	80680	-	ENSACHP00000001683			protein_coding	protein_coding
ENSACHT00000001992	ENSACHG00000001421	ensembl	PVKX01002906.1	8286	80680	-	ENSACHP00000001725			protein_coding	protein_coding
ENSACHT00000002437	ENSACHG00000001781	ensembl	PVKX01002918.1	1348	26338	-	ENSACHP00000002120			protein_coding	protein_coding
ENSACHT00000002475	ENSACHG00000001823	ensembl	PVKX01002918.1	52916	53040	+				snoRNA	snoRNA
ENSACHT00000002501	ENSACHG00000001836	ensembl	PVKX01002918.1	54268	67127	-	ENSACHP00000002176			protein_coding	protein_coding
ENSACHT00000002557	ENSACHG00000001880	ensembl	PVKX01002918.1	84509	93372	-	ENSACHP00000002222			protein_coding	protein_coding
ENSACHT00000002569	ENSACHG00000001880	ensembl	PVKX01002918.1	84509	93372	-	ENSACHP00000002233			protein_coding	protein_coding
ENSACHT00000002615	ENSACHG00000001914	ensembl	PVKX01002918.1	101501	104754	-	ENSACHP00000002274			protein_coding	protein_coding
ENSACHT00000002687	ENSACHG00000001963	ensembl	PVKX01002918.1	103468	123622	+	ENSACHP00000002331			protein_coding	protein_coding
ENSACHT00000002141	ENSACHG00000001588	ensembl	PVKX01002913.1	78485	79037	-	ENSACHP00000001860			protein_coding	protein_coding
ENSACHT00000002262	ENSACHG00000001678	ensembl	PVKX01002916.1	905	103828	+	ENSACHP00000001971			protein_coding	protein_coding
ENSACHT00000002167	ENSACHG00000001609	ensembl	PVKX01002914.1	37499	78140	-	ENSACHP00000001883			protein_coding	protein_coding
ENSACHT00000002210	ENSACHG00000001646	ensembl	PVKX01002914.1	97622	116548	-	ENSACHP00000001922			protein_coding	protein_coding
ENSACHT00000002372	ENSACHG00000001756	ensembl	PVKX01002917.1	67670	67792	-				snRNA	snRNA
ENSACHT00000003157	ENSACHG00000002330	ensembl	PVKX01002927.1	88340	104289	-	ENSACHP00000002751			protein_coding	protein_coding
ENSACHT00000003388	ENSACHG00000002378	ensembl	PVKX01002928.1	43314	53373	-	ENSACHP00000002955			protein_coding	protein_coding
ENSACHT00000003416	ENSACHG00000002378	ensembl	PVKX01002928.1	43314	53373	-	ENSACHP00000002979			protein_coding	protein_coding
ENSACHT00000003450	ENSACHG00000002556	ensembl	PVKX01002928.1	65862	100892	-	ENSACHP00000003004			protein_coding	protein_coding
ENSACHT00000003466	ENSACHG00000002556	ensembl	PVKX01002928.1	65862	100892	-	ENSACHP00000003019			protein_coding	protein_coding
ENSACHT00000003476	ENSACHG00000002556	ensembl	PVKX01002928.1	66695	100892	-	ENSACHP00000003029			protein_coding	protein_coding
ENSACHT00000003805	ENSACHG00000002810	ensembl	PVKX01002933.1	6850	45260	+	ENSACHP00000003326			protein_coding	protein_coding
ENSACHT00000003837	ENSACHG00000002831	ensembl	PVKX01002933.1	46283	50916	+	ENSACHP00000003349			protein_coding	protein_coding
ENSACHT00000003849	ENSACHG00000002840	ensembl	PVKX01002933.1	74182	74266	+				snoRNA	snoRNA
ENSACHT00000003926	ENSACHG00000002870	ensembl	PVKX01002933.1	75897	102818	-	ENSACHP00000003429			protein_coding	protein_coding
ENSACHT00000003933	ENSACHG00000002870	ensembl	PVKX01002933.1	76018	102818	-	ENSACHP00000003434			protein_coding	protein_coding
ENSACHT00000003945	ENSACHG00000002870	ensembl	PVKX01002933.1	91770	102818	-	ENSACHP00000003444			protein_coding	protein_coding
ENSACHT00000003046	ENSACHG00000002262	ensembl	PVKX01002921.1	16274	105193	-	ENSACHP00000002646			protein_coding	protein_coding
ENSACHT00000003071	ENSACHG00000002262	ensembl	PVKX01002921.1	17834	105193	-	ENSACHP00000002669			protein_coding	protein_coding
ENSACHT00000002737	ENSACHG00000002017	ensembl	PVKX01002919.1	8868	53159	-	ENSACHP00000002375			protein_coding	protein_coding
ENSACHT00000002796	ENSACHG00000002061	ensembl	PVKX01002919.1	101894	119950	+	ENSACHP00000002429			protein_coding	protein_coding
ENSACHT00000002800	ENSACHG00000002061	ensembl	PVKX01002919.1	101894	119950	+	ENSACHP00000002433			protein_coding	protein_coding
